best_id_articulo,best_codigo,best_articulo,best_marca,best_modelo,best_colores,best_talle,best_pack,status,confianza,score,razon,admin_IDArt,admin_id_manual,admin_NombreArticulo,admin_CodArtProv,admin_tipo_art_fab,candidatos_n,alt1_IDArt,alt1_nombre,alt1_score,alt2_IDArt,alt2_nombre,alt2_score
PU6930BLBLBL4,l3-906930/02,Puma 6930-02 Footie P3 Bl/Bl/Bl 4,Puma,906930,BL/BL/BL,4,3,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,423,906930,906930-02 T4 Puma Footie Blanco 3P,906930-02 T110,Terminado,4,425,906930-01 T4 Puma Footie Negro 3P,78,426,906930-02 T5 Puma Footie Blanco 3P,60
PU6930NENENE4,l3-906930/01,Puma 6930-01 Footie P3 Ne/Ne/Ne 4,Puma,906930,NE/NE/NE,4,3,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,425,906930,906930-01 T4 Puma Footie Negro 3P,906930-01 T110,Terminado,4,423,906930-02 T4 Puma Footie Blanco 3P,78,428,906930-01 T5 Puma Footie Negro 3P,60
PU7374BLBLBL2,v4-907374/05,Puma 7374-05 Kids Invisible Bl/Bl/Bl 2,Puma,907374,BL/BL/BL,2,3,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,498,907374,907374-05 T2 Puma Kids Invisibles Blanco 3P,907374-05 T110,Terminado,6,499,907374-02 T2 Puma Kids Invisibles Negro 3P,78,501,907374-05 T3 Puma Kids Invisibles Blanco 3P,60
PU7563CRBEMA5,d3-947563-01,Puma 7563-01 Unisex Logo Crew Sock 3P Cr/Be/Ma 5,Puma,947563,CR/BE/MA,5,3,MATCH_ALTO,alta,94,B_model+talle+color_overlap_1+pack+marca+jaccard_0.47,1232,947563,947563-01 T5 Puma Unisex Logo Crew Sock Marron 3P,947563-01 T120,Terminado,4,1234,947563-03 T5 Puma Unisex Logo Crew Sock Verde 3P,82,1240,947563-02 T5 Puma Unisex Logo Crew Sock Blanco 3P,82
PU7563VECENE5,d3-947563-03,Puma 7563-03 Unisex Logo Crew Sock 3P Ve/Ce/Ne 5,Puma,947563,VE/NE,5,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.47,1234,947563,947563-03 T5 Puma Unisex Logo Crew Sock Verde 3P,947563-03 T120,Terminado,4,1232,947563-01 T5 Puma Unisex Logo Crew Sock Marron 3P,82,1240,947563-02 T5 Puma Unisex Logo Crew Sock Blanco 3P,82
PU7575BLBL3,c3-947575-01,Puma 7575-01 Kids Square Logo Quarter 2P Bl/Bl 3,Puma,947575,BL/BL,3,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,1222,947575,947575-01 T3 Puma Kids Square Logo Quarter Blanco 2P,947575-01 T100,Terminado,2,1374,947575-00 T3 Puma Kids Square Logo Quarter Su/Su 2P,83,,,
PU7576BLBL3,c4-947576-01,Puma 7576-01 Kids Logo Block Quarter 2P Bl/Bl 3,Puma,947576,BL/BL,3,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,1224,947576,947576-01 T3 Puma Kids Logo Block Quarter Blanco 2P,947576-01 T100,Terminado,2,1375,947576-00 T3 Puma Kids Logo Block Quarter Su/Su 2P,83,,,
PU7940BLGMNE5,r15-907940-03,Puma 7940-03 Crew Sock Light Bl/Gm/Ne 5,Puma,907940,BL/GM/NE,5,3,MATCH_ALTO,alta,123,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.67,603,907940,907940-03 Puma Crew Sock Light Bl/Gm/Ne 3P,907940-03 T120,Terminado,4,604,907940-02 Puma Crew Sock Light Blanco 3P,95,606,907940-01 Puma Crew Sock Light Negro 3P,90
PU7942BLBLBL4,r11-907942-02,Puma 7942-02 Cushioned Sneaker 3P Bl/Bl/Bl 4,Puma,907942,BL/BL/BL,4,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,607,907942,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,907942-02 T110,Terminado,4,610,907942-01 T4 Puma Cushioned Sneaker Negro 3P,81,609,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,64
PU7942BLBLBL5,r11-907942-02,Puma 7942-02 Cushioned Sneaker 3P Bl/Bl/Bl 5,Puma,907942,BL/BL/BL,5,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,609,907942,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,907942-02 T120,Terminado,4,608,907942-01 T5 Puma Cushioned Sneaker Negro 3P,81,607,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,64
PU7942NENENE4,r11-907942-01,Puma 7942-01 Cushioned Sneaker 3P Ne/Ne/Ne 4,Puma,907942,NE/NE/NE,4,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,610,907942,907942-01 T4 Puma Cushioned Sneaker Negro 3P,907942-01 T110,Terminado,4,607,907942-02 T4 Puma Cushioned Sneaker Blanco 3P,81,608,907942-01 T5 Puma Cushioned Sneaker Negro 3P,64
PU7942NENENE5,r11-907942-01,Puma 7942-01 Cushioned Sneaker 3P Ne/Ne/Ne 5,Puma,907942,NE/NE/NE,5,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,608,907942,907942-01 T5 Puma Cushioned Sneaker Negro 3P,907942-01 T120,Terminado,4,609,907942-02 T5 Puma Cushioned Sneaker Blanco 3P,81,610,907942-01 T4 Puma Cushioned Sneaker Negro 3P,64
PU7943BLBLBL4,r11-907943-02,Puma 7943-02 Cushioned Quarter 3P Bl/Bl/Bl 4,Puma,907943,BL/BL/BL,4,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,611,907943,907943-02 T4 Puma Cushioned Quarter Blanco 3P,907943-02 T110,Terminado,4,612,907943-01 T4 Puma Cushioned Quarter Negro 3P,81,613,907943-02 T5 Puma Cushioned Quarter Blanco 3P,64
PU7943BLBLBL5,r11-907943-02,Puma 7943-02 Cushioned Quarter 3P Bl/Bl/Bl 5,Puma,907943,BL/BL/BL,5,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,613,907943,907943-02 T5 Puma Cushioned Quarter Blanco 3P,907943-02 T120,Terminado,4,614,907943-01 T5 Puma Cushioned Quarter Negro 3P,81,611,907943-02 T4 Puma Cushioned Quarter Blanco 3P,64
PU7943NENENE4,r11-907943-01,Puma 7943-01 Cushioned Quarter 3P Ne/Ne/Ne 4,Puma,907943,NE/NE/NE,4,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,612,907943,907943-01 T4 Puma Cushioned Quarter Negro 3P,907943-01 T110,Terminado,4,611,907943-02 T4 Puma Cushioned Quarter Blanco 3P,81,614,907943-01 T5 Puma Cushioned Quarter Negro 3P,64
PU7944MNMN5,e3-907944-03,Puma 7944-03 Crew Heritage 2P Mn/Mn 5,Puma,907944,MN/MN,5,2,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,616,7944,907944-03 T5 Puma Crew Heritage Stripe Blanco Logo Mno 2P,,Terminado,4,615,907944-02 T5 Puma Crew Heritage Stripe Blanco 2P,81,618,907944-01 T5 Puma Crew Heritage Stripe Negro 2P,81
PU7944NENE5,e3-907944-01,Puma 7944-01 Crew Heritage 2P Ne/Ne 5,Puma,907944,NE/NE,5,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,618,7944,907944-01 T5 Puma Crew Heritage Stripe Negro 2P,,Terminado,4,615,907944-02 T5 Puma Crew Heritage Stripe Blanco 2P,81,616,907944-03 T5 Puma Crew Heritage Stripe Blanco Logo Mno 2P,80
PU7947BLGM4,j3-907947-02,Puma 7947-02 BWT SNEAKER Bl/Gm 4,Puma,907947,BL/GM,4,2,MATCH_ALTO,alta,110,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.55,621,907947,907947-02 T4 Puma BWT Sneaker Bl/Gm 2P,907947-02 T110,Terminado,7,1084,907947-04 T4 Puma BWT Sneaker Rs/Gm 2P,91,623,907947-01 T4 Puma BWT Sneaker Ne/Gt 2P,79
PU7947BLGR5,j4-907947-02,Puma 7947-02 BWT SNEAKER Bl/Gr 5,Puma,907947,BL/GR,5,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,625,907947,907947-02 T5 Puma BWT Sneaker Bl/Gm 2P,907947-02 T120,Terminado,7,627,907947-03 T5 Puma BWT Sneaker Mn/Fr 2P,79,628,907947-01 T5 Puma BWT Sneaker Ne/Gt 2P,79
PU7947NEGT4,j3-907947-01,Puma 7947-01 BWT SNEAKER Ne/Gt 4,Puma,907947,NE,4,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.55,623,907947,907947-01 T4 Puma BWT Sneaker Ne/Gt 2P,907947-01 T110,Terminado,7,621,907947-02 T4 Puma BWT Sneaker Bl/Gm 2P,79,1084,907947-04 T4 Puma BWT Sneaker Rs/Gm 2P,79
PU7947NEGT5,j4-907947-01,Puma 7947-01 BWT SNEAKER Ne/Gt 5,Puma,907947,NE,5,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.55,628,907947,907947-01 T5 Puma BWT Sneaker Ne/Gt 2P,907947-01 T120,Terminado,7,625,907947-02 T5 Puma BWT Sneaker Bl/Gm 2P,79,627,907947-03 T5 Puma BWT Sneaker Mn/Fr 2P,79
PU7947RSGR4,j3-907947-04,Puma 7947-04 BWT SNEAKER Rs/Gr 4,Puma,907947,RS/GR,4,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,1084,907947,907947-04 T4 Puma BWT Sneaker Rs/Gm 2P,907947-01 T110,Terminado,7,621,907947-02 T4 Puma BWT Sneaker Bl/Gm 2P,79,623,907947-01 T4 Puma BWT Sneaker Ne/Gt 2P,79
PU7950BLBL5,e7-907950-02,Puma 7950-02 Unisex BWT Cushioned Bl/Bl 5,Puma,907950,BL/BL,5,2,MATCH_ALTO,alta,91,B_model+talle+color_overlap_1+color0+pack,631,907950,907950-02 T5 Unisex BWT Cushioned Quarter Blanco 2P,907950-02 T120,Terminado,5,632,907950-03 T5 Puma Unisex BWT Cushioned Quarter Marino 2P,80,633,907950-01 T5 Puma Unisex BWT Cushioned Quarter Negro 2P,80
PU7950RSRS4,e7-907950-04,Puma 7950-04 Unisex BWT Cushioned Rs/Rs 4,Puma,907950,RS/RS,4,2,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,629,7950,907950-04 T4 Puma Unisex BWT Cushioned Quarter Rosa 2P,,Terminado,5,632,907950-03 T5 Puma Unisex BWT Cushioned Quarter Marino 2P,45,633,907950-01 T5 Puma Unisex BWT Cushioned Quarter Negro 2P,45
PU7953MNAZ5,e5-907953-03,Puma 7953-03 BWT LIFESTYLE Q Mn/Az 5,Puma,907953,MN/AZ,5,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,636,7953,907953-03 T5 Puma Lifestyle Quarter Mn/Fr 2P,,Terminado,4,637,907953-01 T5 Puma Lifestyle Quarter Ne/Gt 2P,77,1381,907953-00 T5 Puma Lifestyle Quarter Su/Su 2P 2da,77
PU7953NEM45,e5-907953-01,Puma 7953-01 BWT LIFESTYLE Q Ne/M4 5,Puma,907953,NE/M4,5,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,637,7953,907953-01 T5 Puma Lifestyle Quarter Ne/Gt 2P,,Terminado,4,636,907953-03 T5 Puma Lifestyle Quarter Mn/Fr 2P,77,1381,907953-00 T5 Puma Lifestyle Quarter Su/Su 2P 2da,77
PU7953RSM44,e5-907953-04,Puma 7953-04 BWT LIFESTYLE Q Rs/M4 4,Puma,907953,RS/M4,4,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,635,7953,907953-04 T4 Puma Lifestyle Quarter Rs/Gm 2P,,Terminado,4,636,907953-03 T5 Puma Lifestyle Quarter Mn/Fr 2P,42,637,907953-01 T5 Puma Lifestyle Quarter Ne/Gt 2P,42
PU8020BLRS4,j7-938020-04,Puma 8020-04 Women Heart Short Sock Bl/Rs 4,Puma,938020,BL/RS,4,2,MATCH_ALTO,alta,112,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.62,658,938020,938020-04 T4 Puma Women Heart Short Sock Bl/Rs 2P,938020-01 T100,Terminado,3,659,938020-03 T4 Puma Women Heart Short Sock Gris Mel 2P,81,1385,938020-00 T4 Puma Women Heart Short Sock Su/Su 2P,81
PU8020GMGM4,j7-938020-03,Puma 8020-03 Women Heart Short Sock Gm/Gm 4,Puma,938020,GM/GM,4,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.43,659,938020,938020-03 T4 Puma Women Heart Short Sock Gris Mel 2P,938020-03 T100,Terminado,3,1385,938020-00 T4 Puma Women Heart Short Sock Su/Su 2P,82,658,938020-04 T4 Puma Women Heart Short Sock Bl/Rs 2P,81
PU8022NEGMBL6,y2-888022/02,Puma 8022-02 Sport XXL Px3 Ne/Gm/Bl 6,Puma,888022,NE/GM/BL,6,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,661,888022,888022-02 T6 Puma Sport  XXL Ne/Gm/Bl 3P,888022-02 T120,Terminado,2,660,888022-01 T6 Puma Sport  XXL Blanco 3P,89,,,
PU8372AOAEMN5,r12-938372-04,Puma 8372-04 New Generation Crew 3P Ao/Ae/Mn 5,Puma,938372,AO/AE/MN,5,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.53,721,938372,938372-04 T5 Puma New G Cushioned Crew Ao/Ae/Mn 3P,938372-04 T120,Terminado,6,1096,938372-04 T4 Puma New G Cushioned Crew Ao/Ae/Mn 3P,85,722,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,79
PU8372BLBLBL4,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 4,Puma,938372,BL/BL/BL,4,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,717,938372,938372-01 T4 Puma New G Cushioned Crew Blanco 3P,938372-01 T110,Terminado,6,718,938372-02 T4 Puma New G Cushioned Crew Negro 3P,80,1096,938372-04 T4 Puma New G Cushioned Crew Ao/Ae/Mn 3P,79
PU8372BLBLBL5,r10-938372-01,Puma 8372-01 New Generation Crew 3P Bl/Bl/Bl 5,Puma,938372,BL/BL/BL,5,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,722,938372,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,938372-01 T120,Terminado,6,723,938372-02 T5 Puma New G Cushioned Crew Negro 3P,80,721,938372-04 T5 Puma New G Cushioned Crew Ao/Ae/Mn 3P,79
PU8372NENENE4,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 4,Puma,938372,NE/NE/NE,4,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,718,938372,938372-02 T4 Puma New G Cushioned Crew Negro 3P,938372-02 T110,Terminado,6,717,938372-01 T4 Puma New G Cushioned Crew Blanco 3P,80,1096,938372-04 T4 Puma New G Cushioned Crew Ao/Ae/Mn 3P,79
PU8372NENENE5,r11-938372-02,Puma 8372-02 New Generation Crew 3P Ne/Ne/Ne 5,Puma,938372,NE/NE/NE,5,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,723,938372,938372-02 T5 Puma New G Cushioned Crew Negro 3P,938372-02 T120,Terminado,6,722,938372-01 T5 Puma New G Cushioned Crew Blanco 3P,80,721,938372-04 T5 Puma New G Cushioned Crew Ao/Ae/Mn 3P,79
PU8380BLBL4,e4-938380-02,Puma 8380-02 Women Sock 2P Bl/Bl 4,Puma,938380,BL/BL,4,2,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,727,938380,938380-02 T4 Puma Women Sock Blanco 2P,938380-02 T100,Terminado,4,728,938380-03 T4 Puma Women Sock Gris Mel 2P,81,729,938380-01 T4 Puma Women Sock Negro 2P,81
PU8380GMGM4,e4-938380-03,Puma 8380-03 Women Sock 2P Gm/Gm 4,Puma,938380,GM/GM,4,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,728,938380,938380-03 T4 Puma Women Sock Gris Mel 2P,938380-03 T100,Terminado,4,727,938380-02 T4 Puma Women Sock Blanco 2P,81,729,938380-01 T4 Puma Women Sock Negro 2P,81
PU8380NENE4,e4-938380-01,Puma 8380-01 Women Sock 2P Ne/Ne 4,Puma,938380,NE/NE,4,2,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,729,938380,938380-01 T4 Puma Women Sock Negro 2P,938380-01 T100,Terminado,4,727,938380-02 T4 Puma Women Sock Blanco 2P,81,728,938380-03 T4 Puma Women Sock Gris Mel 2P,81
PU8382FUBL4,e4-938382-16,Puma 8382-16 Cushioned Sneaker 2P Fu/Bl 4,Puma,938382,FU/BL,4,2,MATCH_ALTO,alta,93,B_model+talle+color_overlap_1+pack+marca+jaccard_0.42,1219,938382,938382-16 T4 Puma Cushioned Sneaker Blanco 2P,938382-16 T110,Terminado,4,731,938382-01 T4 Puma Cushioned Sneaker Negro 2P,81,730,938382-03 T4 Puma Cushioned Sneaker Gris Mel 2P,80
PU8382GMGM4,e4-938382-03,Puma 8382-03 Cushioned Sneaker 2P Gm/Gm 4,Puma,938382,GM/GM,4,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,730,938382,938382-03 T4 Puma Cushioned Sneaker Gris Mel 2P,938382-03 T110,Terminado,4,731,938382-01 T4 Puma Cushioned Sneaker Negro 2P,81,1219,938382-16 T4 Puma Cushioned Sneaker Blanco 2P,81
PU8382NENE4,e4-938382-01,Puma 8382-01 Cushioned Sneaker 2P Ne/Ne 4,Puma,938382,NE/NE,4,2,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.45,731,938382,938382-01 T4 Puma Cushioned Sneaker Negro 2P,938382-01 T100,Terminado,4,730,938382-03 T4 Puma Cushioned Sneaker Gris Mel 2P,81,1219,938382-16 T4 Puma Cushioned Sneaker Blanco 2P,81
PU8391MNMN5,PU8391,Puma 8391-03 Men Classic Sock 2P Mn/Mn 5,Puma,8391,MN/MN,5,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,742,8391,938391 T5 Puma Men Classic Sock Marino 2P,,Terminado,4,1031,8391 T5 Puma Men Classic Sock Marino Logo Celeste 1Par,92,743,938391 T5 Puma Men Classic Sock Negro 2P,83
PU8391NENE5,PU8391,Puma 8391-01 Men Classic Sock 2P Ne/Ne 5,Puma,8391,NE/NE,5,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.42,743,8391,938391 T5 Puma Men Classic Sock Negro 2P,,Terminado,4,1032,8391 T5 Puma Men Classic Sock Negro Logo Gris 1Par,92,742,938391 T5 Puma Men Classic Sock Marino 2P,83
PU8393AOAEMN4,r5-938393-04,Puma 8393-04 Unisex New Quarter 3P Ao/Ae/Mn 4,Puma,938393,AO/AE/MN,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.53,745,938393,938393-04 T4 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,938393-04 T110,Terminado,6,750,938393-04 T5 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,85,746,938393-01 T4 Puma New G Cushioned Quarter Blanco 3P,79
PU8393AOAEMN5,r5-938393-04,Puma 8393-04 Unisex New Quarter 3P Ao/Ae/Mn 5,Puma,938393,AO/AE/MN,5,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.53,750,938393,938393-04 T5 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,938393-04 7120,Terminado,6,745,938393-04 T4 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,85,751,938393-01 T5 Puma New G Cushioned Quarter Blanco 3P,79
PU8393NENENE4,r4-938393-02,Puma 8393-02 Unisex New Quarter 3P Ne/Ne/Ne 4,Puma,938393,NE/NE/NE,4,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,747,938393,938393-02 T4 Puma New G Cushioned Quarter Negro 3P,938393-02 T110,Terminado,6,746,938393-01 T4 Puma New G Cushioned Quarter Blanco 3P,80,745,938393-04 T4 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,79
PU8393NENENE5,r4-938393-02,Puma 8393-02 Unisex New Quarter 3P Ne/Ne/Ne 5,Puma,938393,NE/NE/NE,5,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.36,752,938393,938393-02 T5 Puma New G Cushioned Quarter Negro 3P,938393-02 T120,Terminado,6,751,938393-01 T5 Puma New G Cushioned Quarter Blanco 3P,80,750,938393-04 T5 Puma New G Cushioned Quarter Ao/Ae/Mn 3P,79
PU8624CRBEMA5,p8-938624-27,Puma 8624-27 Unisex Sneaker Plain 3P Cr/Be/Ma 5,Puma,938624,CR/BE/MA,5,3,MATCH_ALTO,alta,117,B_model+talle+color_overlap_3+color0+pack+jaccard_0.62,1253,938624,938624-27 T5 Unisex Sneaker Plain Ma/Be/Cr 3P,938624-27 T120,Terminado,2,1254,938624-30 T5 Unisex Sneaker Plain Ve/Ce/Ne 3P,74,,,
PU8624VECENE5,p7-938624-30,Puma 8624-30 Unisex Sneaker Plain 3P Ve/Ce/Ne 5,Puma,938624,VE/NE,5,3,MATCH_ALTO,alta,107,B_model+talle+color_overlap_2+color0+pack+jaccard_0.62,1254,938624,938624-30 T5 Unisex Sneaker Plain Ve/Ce/Ne 3P,938624-30 T120,Terminado,2,1253,938624-27 T5 Unisex Sneaker Plain Ma/Be/Cr 3P,74,,,
PU8643RSBE4,e7-938643-05,Puma 8643-05 Heritage Toe Sneaker 2P Rs/Be 4,Puma,938643,RS/BE,4,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,769,938643,938643-05 T4 Puma Heritage Toe Sneaker Rs/Cr 2P,938643-05 T110,Terminado,3,768,938643-08 T4 Puma Heritage Toe Sneaker Li/Cr 2P,81,1383,938643-00 T4 Puma Heritage Toe Sneaker Su/Su 2P 2da,81
PU8652RSBL3,c3-938652-04,Puma 8652-04 Kids Heart Logo Short Crew 2P Rs/Bl 3,Puma,938652,RS/BL,3,2,MATCH_ALTO,alta,112,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.64,773,938652,938652-04 T3 Puma Kids Heart Logo Crew Rs/Bl 2P,938652-04 T100,Terminado,3,772,938652-03 T3 Puma Kids Heart Logo Crew Li/Bl 2P,93,1373,938652-00 T3 Puma Kids Heart Logo Crew Su/Su 2P 2da,82
RE3080BLNEGR3,3080-3,Reef 3080 KIDS LOGO PROG CREW Bl/Ne/Gr 3,Reef,3080,BL/NE/GR,3,3,MATCH_ALTO,alta,121,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.57,1296,3080,3080-03 T3 Reef Kids Logo Program Crew Bl/Ne/Gr 3P,3080-03 T30/34,Terminado,3,158,3080-01 T3 Reef Kids Logo Program Crew Blanco 3P,96,1295,3080-02 T3 Reef Kids Logo Program Crew Negro 3P,91
RE3120BLNEGR4,3120-1 T4,Reef 3120 INV SNEAKER Bl/Ne/Gr 4,Reef,3120,BL/NE/GR,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.50,165,3120,3120-01 T4 Reef Invisible Sneaker Bl/Ne/Gr 3P,3120-01 T35/39,Terminado,9,167,3120-04 T4 Reef Invisible Sneaker Ce/Fu/Bl 3P,95,166,3120-03 T4 Reef Invisible Sneaker Blanco 3P,94
RE3120BLNEGR5,3120-1 T5,Reef 3120 INV SNEAKER Bl/Ne/Gr 5,Reef,3120,BL/NE/GR,5,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.50,169,3120,3120-01 T5 Reef Invisible Sneaker Bl/Ne/Gr 3P,3120-01 T39/43,Terminado,9,170,3120-03 T5 Reef Invisible Sneaker Blanco 3P,94,172,3120-02 T5 Reef Invisible Sneaker Negro 3P,89
RE3300BLNEGR5,3300-1,Reef 3300 REEF MT SNEAKER Bl/Ne/Gr 5,Reef,3300,BL/NE/GR,5,3,MATCH_ALTO,alta,122,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.64,188,3300,3300-01 T5 Reef MT Sneaker Bl/Ne/Gr 3P,3300-01 T39/43,Terminado,3,189,3300-02 T5 Reef MT Sneaker Blanco 3P,96,190,3300-03 T5 Reef MT Sneaker Negro 3P,91
SEKP611BL5,KP611,Kamp 611 Kamp Antideslizantes Blanco 5,Kamp ,611,BL,5,,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+marca+jaccard_0.50,349,611,611 T5 Kamp Medias Antideslizantes Blanco 1Par,,Fabricado,7,350,611 T5 Kamp Medias Antideslizantes Marino 1Par,76,351,611 T5 Kamp Medias Antideslizantes Negro 1Par,76
SEKP611NE4,KP611,Kamp 611 Kamp Antideslizantes Negro 4,Kamp ,611,NE,4,,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+marca+jaccard_0.50,348,611,611 T4 Kamp Medias Antideslizantes Negro 1Par,,Fabricado,7,346,611 T4 Kamp Medias Antideslizantes Blanco 1Par,76,347,611 T4 Kamp Medias Antideslizantes Marino 1Par,76
SEKP611NE5,KP611,Kamp 611 Kamp Antideslizantes Negro 5,Kamp ,611,NE,5,,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+marca+jaccard_0.50,351,611,611 T5 Kamp Medias Antideslizantes Negro 1Par,,Fabricado,7,349,611 T5 Kamp Medias Antideslizantes Blanco 1Par,76,350,611 T5 Kamp Medias Antideslizantes Marino 1Par,76
SEPU56BLNE4,z15-950056-01,Puma 950056-01 Traction Crew Sock 1P Blanco/Negro 4,Puma,950056,BL,4,,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+marca+jaccard_0.73,292,950056,950056-01 T4 Puma Traction Crew Sock Blanco 1P,950056-01 T110,Terminado,6,294,950056-03 T4 Puma Traction Crew Sock Negro 1P,81,293,950056-02 T4 Puma Traction Crew Sock Marino 1P,79
SEPU56BLNE5,z16-950056-01,Puma 950056-01 Traction Crew Sock 1P Blanco/Negro 5,Puma,950056,BL,5,,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+marca+jaccard_0.73,295,950056,950056-01 T5 Puma Traction Crew Sock Blanco 1P,950056-01 T120,Terminado,6,297,950056-03 T5 Puma Traction Crew Sock Negro 1P,81,296,950056-02 T5 Puma Traction Crew Sock Marino 1P,79
